nom_ligne,jour,avg_passagers
B28,2053-02-08,28.166666666666668
B28,2053-02-09,26.0
B28,2053-02-10,28.0
B28,2053-02-11,21.5
B28,2053-02-12,25.875
B28,2053-02-13,33.5
B28,2053-02-14,37.0
B28,2053-02-15,34.6
B28,2053-02-16,31.666666666666668
B28,2053-02-17,39.8
B28,2053-02-18,28.0
B28,2053-02-19,29.8
B28,2053-02-20,22.375
B28,2053-02-21,24.75
B28,2053-02-22,32.4
B28,2053-02-23,25.6
B28,2053-02-24,35.42857142857143
B28,2053-02-25,34.333333333333336
B28,2053-02-26,37.0
B28,2053-02-27,36.0
B28,2053-02-28,27.0
B28,2053-03-01,35.2
B28,2053-03-02,21.0
B28,2053-03-03,33.666666666666664
B28,2053-03-04,36.0
B28,2053-03-05,26.142857142857142
B28,2053-03-06,21.4
B28,2053-03-07,14.666666666666666
B28,2053-03-08,30.75
B28,2053-03-09,24.5
B28,2053-03-10,32.75
B28,2053-03-11,30.5
B28,2053-03-12,33.166666666666664
B28,2053-03-13,37.42857142857143
B28,2053-03-14,30.375
B28,2053-03-15,29.333333333333332
B28,2053-03-16,30.444444444444443
B28,2053-03-17,30.625
B28,2053-03-18,37.888888888888886
B28,2053-03-19,31.333333333333332
B28,2053-03-20,34.25
B28,2053-03-21,25.571428571428573
B28,2053-03-22,27.90909090909091
B28,2053-03-23,21.0
B28,2053-03-24,30.0
B28,2053-03-25,29.2
B28,2053-03-26,29.428571428571427
B28,2053-03-27,24.4
B28,2053-03-28,33.142857142857146
B28,2053-03-29,28.714285714285715
B28,2053-03-30,27.0
B28,2053-03-31,31.833333333333332
B28,2053-04-01,26.11111111111111
B28,2053-04-02,30.6
B28,2053-04-03,30.666666666666668
B28,2053-04-04,32.333333333333336
B28,2053-04-05,38.4
B28,2053-04-06,28.0
B28,2053-04-07,28.6
B28,2053-04-08,24.2
B28,2053-04-09,27.5
B28,2053-04-10,32.0
B28,2053-04-11,36.25
B28,2053-04-12,25.6
B28,2053-04-13,36.0
B28,2053-04-14,34.0
B28,2053-04-15,30.625
B28,2053-04-16,28.285714285714285
B28,2053-04-17,33.0
B28,2053-04-18,26.25
B28,2053-04-19,28.75
B28,2053-04-20,34.0
B28,2053-04-21,32.81818181818182
B28,2053-04-22,31.666666666666668
B28,2053-04-23,20.0
B28,2053-04-24,33.333333333333336
B28,2053-04-25,29.625
B28,2053-04-26,33.0
B28,2053-04-27,22.5
B28,2053-04-28,30.0
B28,2053-04-29,24.8
B28,2053-04-30,27.666666666666668
B28,2053-05-01,26.0
B28,2053-05-02,27.0
B28,2053-05-03,33.5
B28,2053-05-04,28.8
B28,2053-05-05,37.666666666666664
B28,2053-05-06,29.6
B28,2053-05-07,24.5
B28,2053-05-08,28.0
B28,2053-05-09,37.666666666666664
B28,2053-05-10,39.0
B28,2053-05-11,26.714285714285715
B28,2053-05-12,35.125
B28,2053-05-13,32.833333333333336
B28,2053-05-14,35.111111111111114
B28,2053-05-15,30.555555555555557
B28,2053-05-16,30.0
B28,2053-05-17,32.166666666666664
B28,2053-05-18,34.2
B28,2053-05-19,32.142857142857146
B28,2053-05-20,33.0
B28,2053-05-21,24.5
B28,2053-05-22,29.666666666666668
B28,2053-05-23,29.166666666666668
B28,2053-05-24,33.833333333333336
B28,2053-05-25,23.0
B28,2053-05-26,23.0
B28,2053-05-27,36.5
B28,2053-05-28,26.0
B28,2053-05-29,31.875
B28,2053-05-30,26.0
B28,2053-05-31,31.0
B28,2053-06-02,32.333333333333336
B28,2053-06-03,33.285714285714285
B28,2053-06-04,30.666666666666668
B28,2053-06-05,28.333333333333332
B28,2053-06-06,28.166666666666668
B28,2053-06-07,27.0
B28,2053-06-08,28.0
B28,2053-06-09,33.4
B28,2053-06-10,24.333333333333332
B28,2053-06-11,29.0
B28,2053-06-12,32.5
B28,2053-06-13,33.142857142857146
B28,2053-06-14,28.428571428571427
B28,2053-06-15,35.25
B28,2053-06-16,25.0
B28,2053-06-17,32.0
B28,2053-06-18,22.0
B28,2053-06-19,31.6
B28,2053-06-20,29.428571428571427
B28,2053-06-21,33.714285714285715
B28,2053-06-22,26.0
B28,2053-06-23,30.0
B28,2053-06-24,29.2
B28,2053-06-25,25.0
B28,2053-06-26,28.75
B28,2053-06-27,21.5
B28,2053-06-28,26.333333333333332
B28,2053-06-29,31.833333333333332
B28,2053-06-30,31.625
B28,2053-07-01,28.0
B28,2053-07-02,37.57142857142857
B28,2053-07-03,27.75
B28,2053-07-04,43.25
B28,2053-07-05,29.666666666666668
B28,2053-07-06,23.77777777777778
B28,2053-07-07,24.0
B28,2053-07-08,30.666666666666668
B28,2053-07-09,29.333333333333332
B28,2053-07-10,36.25
B28,2053-07-11,31.285714285714285
B28,2053-07-12,30.6
B28,2053-07-13,24.25
B28,2053-07-14,29.2
B28,2053-07-15,31.8
B28,2053-07-16,29.333333333333332
B28,2053-07-17,44.857142857142854
B28,2053-07-18,23.5
B28,2053-07-19,24.8
B28,2053-07-20,28.166666666666668
B28,2053-07-21,35.5
B28,2053-07-22,28.0
B28,2053-07-23,32.333333333333336
B28,2053-07-24,23.0
B28,2053-07-25,29.333333333333332
B28,2053-07-26,33.0
B28,2053-07-27,37.5
B28,2053-07-28,30.166666666666668
B28,2053-07-29,29.2
B28,2053-07-30,41.666666666666664
B28,2053-07-31,31.875
B28,2053-08-01,25.5
B28,2053-08-02,25.0
B28,2053-08-03,25.0
B28,2053-08-04,23.0
B28,2053-08-05,27.375
B28,2053-08-06,34.0
B28,2053-08-07,31.6
B28,2053-08-08,26.75
B28,2053-08-09,29.333333333333332
B28,2053-08-10,34.0
B28,2053-08-11,22.0
B28,2053-08-12,37.0
B28,2053-08-13,31.333333333333332
B28,2053-08-14,23.166666666666668
B28,2053-08-15,29.833333333333332
B28,2053-08-16,32.666666666666664
B28,2053-08-17,36.833333333333336
B28,2053-08-18,24.333333333333332
B28,2053-08-19,20.0
B28,2053-08-20,26.0
B28,2053-08-21,42.5
B28,2053-08-22,32.0
B28,2053-08-23,34.5
B28,2053-08-24,33.0
B28,2053-08-25,32.4
B28,2053-08-26,34.75
B28,2053-08-27,19.0
B28,2053-08-28,25.333333333333332
B28,2053-08-29,32.5
B28,2053-08-30,30.0
B28,2053-08-31,30.0
B28,2053-09-01,27.625
B28,2053-09-02,15.0
B28,2053-09-03,27.5
B28,2053-09-05,34.333333333333336
B28,2053-09-06,27.0
B28,2053-09-07,47.0
B28,2053-09-08,24.5
B28,2053-09-09,24.142857142857142
B28,2053-09-10,36.166666666666664
B28,2053-09-11,25.0
B28,2053-09-12,33.875
B28,2053-09-13,28.333333333333332
B28,2053-09-14,27.75
B28,2053-09-15,26.571428571428573
B28,2053-09-16,26.666666666666668
B28,2053-09-17,35.5
B28,2053-09-18,32.0
B28,2053-09-19,25.0
B28,2053-09-20,23.6
B28,2053-09-21,32.857142857142854
B28,2053-09-22,36.0
B28,2053-09-23,22.0
B28,2053-09-24,24.0
B28,2053-09-25,22.8
B28,2053-09-26,24.0
B28,2053-09-27,33.333333333333336
B28,2053-09-28,24.5
B28,2053-09-29,29.285714285714285
B28,2053-09-30,34.0
B28,2053-10-01,30.666666666666668
B28,2053-10-02,30.0
B28,2053-10-03,33.0
B28,2053-10-04,35.2
B28,2053-10-05,31.25
B28,2053-10-06,30.6
B28,2053-10-07,26.4
B28,2053-10-08,27.0
B28,2053-10-09,35.8
B28,2053-10-10,30.75
B28,2053-10-11,28.7
B28,2053-10-12,33.0
B28,2053-10-13,28.5
B28,2053-10-14,25.25
B28,2053-10-15,24.875
B28,2053-10-16,32.333333333333336
B28,2053-10-17,23.285714285714285
B28,2053-10-18,23.857142857142858
B28,2053-10-19,32.0
B28,2053-10-20,27.333333333333332
B28,2053-10-21,28.25
B28,2053-10-22,36.5
B28,2053-10-23,34.42857142857143
B28,2053-10-24,18.0
B28,2053-10-25,30.4
B28,2053-10-26,26.857142857142858
B28,2053-10-27,27.0
B28,2053-10-28,31.0
B28,2053-10-29,29.2
B28,2053-10-30,32.0
B28,2053-10-31,32.4
B28,2053-11-01,22.5
B28,2053-11-02,30.833333333333332
B28,2053-11-03,26.5
B28,2053-11-04,36.25
B28,2053-11-05,30.0
B28,2053-11-06,23.0
B28,2053-11-07,23.0
B28,2053-11-08,28.75
B28,2053-11-09,30.714285714285715
B28,2053-11-10,28.2
B28,2053-11-11,25.75
B28,2053-11-12,30.8
B28,2053-11-13,31.6
B28,2053-11-14,30.0
B28,2053-11-15,26.5
B28,2053-11-16,21.0
B28,2053-11-17,31.375
B28,2053-11-18,31.11111111111111
B28,2053-11-19,31.75
B28,2053-11-20,23.6
B28,2053-11-21,27.666666666666668
B28,2053-11-22,35.5
B28,2053-11-23,37.25
B28,2053-11-24,29.0
B28,2053-11-25,31.666666666666668
B28,2053-11-26,34.875
B28,2053-11-27,26.0
B28,2053-11-28,34.142857142857146
B28,2053-11-29,31.5
B28,2053-11-30,29.0
B28,2053-12-01,31.2
B28,2053-12-02,33.333333333333336
B28,2053-12-03,35.75
B28,2053-12-04,33.0
B28,2053-12-05,27.0
B28,2053-12-06,28.11111111111111
B28,2053-12-07,24.5
B28,2053-12-08,35.2
B28,2053-12-09,28.666666666666668
B28,2053-12-10,35.142857142857146
B28,2053-12-11,28.25
B28,2053-12-12,32.25
B28,2053-12-13,36.25
B28,2053-12-14,27.818181818181817
B28,2053-12-15,32.0
B28,2053-12-16,31.666666666666668
B28,2053-12-17,31.571428571428573
B28,2053-12-18,24.0
B28,2053-12-19,18.0
B28,2053-12-20,30.22222222222222
B28,2053-12-21,28.5
B28,2053-12-22,42.25
B28,2053-12-23,32.166666666666664
B28,2053-12-24,26.8
B28,2053-12-25,27.333333333333332
B28,2053-12-26,28.333333333333332
B28,2053-12-27,31.0
B28,2053-12-28,22.333333333333332
B28,2053-12-29,30.0
B28,2053-12-30,38.0
B28,2053-12-31,29.88888888888889
B3,2053-01-01,27.6
B3,2053-01-02,30.0
B3,2053-01-03,30.0
B3,2053-01-04,29.0
B3,2053-01-05,26.285714285714285
B3,2053-01-06,34.375
B3,2053-01-07,26.5
B3,2053-01-08,21.0
B3,2053-01-09,37.0
B3,2053-01-10,24.88888888888889
B3,2053-01-11,34.4
B3,2053-01-12,22.2
B3,2053-01-13,27.285714285714285
B3,2053-01-14,28.333333333333332
B3,2053-01-15,31.6
B3,2053-01-16,29.571428571428573
B3,2053-01-17,26.77777777777778
B3,2053-01-18,34.166666666666664
B3,2053-01-19,33.111111111111114
B3,2053-01-20,36.0
B3,2053-01-21,28.666666666666668
B3,2053-01-22,27.0
B3,2053-01-23,28.75
B3,2053-01-24,28.0
B3,2053-01-25,23.75
B3,2053-01-26,30.428571428571427
B3,2053-01-27,27.0
B3,2053-01-28,27.25
B3,2053-01-29,33.57142857142857
B3,2053-01-30,33.42857142857143
B3,2053-01-31,31.0
B3,2053-02-01,27.454545454545453
B3,2053-02-02,26.857142857142858
B3,2053-02-03,31.8
B3,2053-02-04,23.5
B3,2053-02-05,28.0
B3,2053-02-06,26.0
B3,2053-02-07,26.0
B3,2053-02-08,30.6
B3,2053-02-09,29.5
B3,2053-02-10,31.875
B3,2053-02-11,33.25
B3,2053-02-12,23.0
B3,2053-02-13,24.4
B3,2053-02-14,32.2
B3,2053-02-15,33.5
B3,2053-02-16,29.0
B3,2053-02-17,31.666666666666668
B3,2053-02-18,22.0
B3,2053-02-19,25.833333333333332
B3,2053-02-20,32.0
B3,2053-02-21,24.2
B3,2053-02-22,32.8
B3,2053-02-23,36.0
B3,2053-02-24,33.0
B3,2053-02-25,21.0
B3,2053-02-26,24.875
B3,2053-02-27,29.166666666666668
B3,2053-02-28,28.8
B3,2053-03-01,33.666666666666664
B3,2053-03-02,26.2
B3,2053-03-03,26.333333333333332
B3,2053-03-04,28.555555555555557
B3,2053-03-05,32.5
B3,2053-03-06,36.75
B3,2053-03-07,33.25
B3,2053-03-08,25.4
B3,2053-03-09,25.5
B3,2053-03-10,31.375
B3,2053-03-11,33.666666666666664
B3,2053-03-12,28.833333333333332
B3,2053-03-13,28.5
B3,2053-03-14,19.0
B3,2053-03-15,29.5
B3,2053-03-16,29.5
B3,2053-03-17,30.75
B3,2053-03-18,37.75
B3,2053-03-19,30.25
B3,2053-03-20,24.333333333333332
B3,2053-03-21,30.6
B3,2053-03-22,33.2
B3,2053-03-23,25.0
B3,2053-03-24,26.666666666666668
B3,2053-03-25,20.666666666666668
B3,2053-03-26,21.666666666666668
B3,2053-03-27,43.0
B3,2053-03-28,28.666666666666668
B3,2053-03-29,26.714285714285715
B3,2053-03-30,24.0
B3,2053-03-31,22.0
B3,2053-04-01,29.714285714285715
B3,2053-04-02,32.0
B3,2053-04-03,31.9
B3,2053-04-04,31.5
B3,2053-04-05,26.75
B3,2053-04-06,28.857142857142858
B3,2053-04-07,29.0
B3,2053-04-08,26.333333333333332
B3,2053-04-09,32.0
B3,2053-04-10,28.285714285714285
B3,2053-04-11,32.0
B3,2053-04-12,25.666666666666668
B3,2053-04-13,23.727272727272727
B3,2053-04-14,24.0
B3,2053-04-15,28.0
B3,2053-04-16,21.666666666666668
B3,2053-04-17,30.0
B3,2053-04-18,30.666666666666668
B3,2053-04-19,29.0
B3,2053-04-20,30.666666666666668
B3,2053-04-21,34.55555555555556
B3,2053-04-22,34.0
B3,2053-04-23,25.4
B3,2053-04-24,28.5
B3,2053-04-25,31.363636363636363
B3,2053-04-26,31.571428571428573
B3,2053-04-27,32.5
B3,2053-04-28,35.8
B3,2053-04-29,24.0
B3,2053-04-30,28.0
B3,2053-05-01,31.25
B3,2053-05-02,35.36363636363637
B3,2053-05-03,30.666666666666668
B3,2053-05-04,27.125
B3,2053-05-05,35.0
B3,2053-05-06,30.857142857142858
B3,2053-05-07,32.72727272727273
B3,2053-05-08,29.5
B3,2053-05-09,24.0
B3,2053-05-10,34.833333333333336
B3,2053-05-11,30.142857142857142
B3,2053-05-12,32.8
B3,2053-05-13,22.4
B3,2053-05-14,17.5
B3,2053-05-15,29.5
B3,2053-05-16,26.333333333333332
B3,2053-05-17,26.666666666666668
B3,2053-05-18,20.77777777777778
B3,2053-05-19,36.333333333333336
B3,2053-05-20,31.88888888888889
B3,2053-05-21,26.3
B3,2053-05-22,35.0
B3,2053-05-23,25.666666666666668
B3,2053-05-24,27.333333333333332
B3,2053-05-25,22.75
B3,2053-05-26,29.1
B3,2053-05-27,20.666666666666668
B3,2053-05-28,30.5
B3,2053-05-29,23.4
B3,2053-05-30,29.5
B3,2053-05-31,31.181818181818183
B3,2053-06-01,30.0
B3,2053-06-02,27.666666666666668
B3,2053-06-03,30.285714285714285
B3,2053-06-04,28.75
B3,2053-06-05,33.75
B3,2053-06-06,28.8
B3,2053-06-07,27.88888888888889
B3,2053-06-08,32.333333333333336
B3,2053-06-09,21.833333333333332
B3,2053-06-10,36.166666666666664
B3,2053-06-11,15.0
B3,2053-06-12,28.0
B3,2053-06-13,28.555555555555557
B3,2053-06-14,24.333333333333332
B3,2053-06-15,33.666666666666664
B3,2053-06-16,28.4
B3,2053-06-17,24.0
B3,2053-06-18,28.8
B3,2053-06-19,24.75
B3,2053-06-20,22.6
B3,2053-06-21,28.0
B3,2053-06-22,28.0
B3,2053-06-23,38.5
B3,2053-06-24,34.5
B3,2053-06-25,25.833333333333332
B3,2053-06-26,30.0
B3,2053-06-27,33.0
B3,2053-06-28,29.5
B3,2053-06-29,38.0
B3,2053-06-30,35.142857142857146
B3,2053-07-01,24.333333333333332
B3,2053-07-02,24.0
B3,2053-07-03,26.0
B3,2053-07-04,20.2
B3,2053-07-05,34.25
B3,2053-07-06,33.0
B3,2053-07-07,29.0
B3,2053-07-08,29.6
B3,2053-07-09,28.5
B3,2053-07-10,30.142857142857142
B3,2053-07-11,26.5
B3,2053-07-12,26.0
B3,2053-07-13,30.5
B3,2053-07-14,37.2
B3,2053-07-15,38.666666666666664
B3,2053-07-16,41.0
B3,2053-07-17,27.5
B3,2053-07-18,23.714285714285715
B3,2053-07-19,29.0
B3,2053-07-20,24.428571428571427
B3,2053-07-21,27.857142857142858
B3,2053-07-22,27.4
B3,2053-07-23,29.0
B3,2053-07-24,22.0
B3,2053-07-25,27.625
B3,2053-07-26,29.666666666666668
B3,2053-07-27,29.5
B3,2053-07-28,31.3
B3,2053-07-29,37.0
B3,2053-07-30,26.2
B3,2053-07-31,22.4
B3,2053-08-01,34.57142857142857
B3,2053-08-02,28.142857142857142
B3,2053-08-03,30.0
B3,2053-08-04,34.0
B3,2053-08-05,31.75
B3,2053-08-06,26.857142857142858
B3,2053-08-07,32.42857142857143
B3,2053-08-08,27.75
B3,2053-08-09,27.0
B3,2053-08-10,27.0
B3,2053-08-11,35.6
B3,2053-08-12,32.4
B3,2053-08-13,29.666666666666668
B3,2053-08-14,30.0
B3,2053-08-15,29.166666666666668
B3,2053-08-16,29.666666666666668
B3,2053-08-17,28.125
B3,2053-08-18,25.25
B3,2053-08-19,36.0
B3,2053-08-20,21.0
B3,2053-08-21,34.5
B3,2053-08-22,35.5
B3,2053-08-23,26.5
B3,2053-08-24,36.0
B3,2053-08-25,28.0
B3,2053-08-26,35.8
B3,2053-08-27,32.44444444444444
B3,2053-08-28,20.5
B3,2053-08-29,28.666666666666668
B3,2053-08-30,25.0
B3,2053-08-31,27.076923076923077
B3,2053-09-01,26.0
B3,2053-09-02,19.75
B3,2053-09-03,30.5
B3,2053-09-04,26.0
B3,2053-09-05,30.333333333333332
B3,2053-09-06,29.75
B3,2053-09-07,32.0
B3,2053-09-08,25.666666666666668
B3,2053-09-09,34.5
B3,2053-09-10,32.666666666666664
B3,2053-09-11,27.4
B3,2053-09-12,33.0
B3,2053-09-13,30.75
B3,2053-09-14,27.25
B3,2053-09-15,30.88888888888889
B3,2053-09-16,34.285714285714285
B3,2053-09-17,36.666666666666664
B3,2053-09-18,28.857142857142858
B3,2053-09-19,32.0
B3,2053-09-20,26.75
B3,2053-09-21,32.0
B3,2053-09-22,25.0
B3,2053-09-23,28.666666666666668
B3,2053-09-24,30.875
B3,2053-09-25,34.1
B3,2053-09-26,32.5
B3,2053-09-27,36.0
B3,2053-09-28,30.285714285714285
B3,2053-09-29,44.5
B3,2053-09-30,24.833333333333332
B3,2053-10-01,29.11111111111111
B3,2053-10-02,21.166666666666668
B3,2053-10-03,27.0
B3,2053-10-04,29.555555555555557
B3,2053-10-05,27.2
B3,2053-10-06,28.5
B3,2053-10-07,29.0
B3,2053-10-08,33.0
B3,2053-10-09,35.0
B3,2053-10-10,31.5
B3,2053-10-11,37.2
B3,2053-10-12,20.0
B3,2053-10-13,16.0
B3,2053-10-14,20.4
B3,2053-10-15,31.2
B3,2053-10-16,30.571428571428573
B3,2053-10-17,26.0
B3,2053-10-18,24.4
B3,2053-10-19,35.5
B3,2053-10-20,29.666666666666668
B3,2053-10-21,36.375
B3,2053-10-23,26.272727272727273
B3,2053-10-24,33.36363636363637
B3,2053-10-25,24.0
B3,2053-10-26,27.571428571428573
B3,2053-10-27,30.2
B3,2053-10-28,26.666666666666668
B3,2053-10-29,31.428571428571427
B3,2053-10-30,24.75
B3,2053-10-31,24.5
B3,2053-11-01,31.0
B3,2053-11-02,33.75
B3,2053-11-03,30.11111111111111
B3,2053-11-04,27.4
B3,2053-11-05,28.2
B3,2053-11-06,31.0
B3,2053-11-07,32.714285714285715
B3,2053-11-08,35.75
B3,2053-11-09,27.2
B3,2053-11-10,29.0
B3,2053-11-11,24.666666666666668
B3,2053-11-12,26.333333333333332
B3,2053-11-13,26.2
B3,2053-11-14,35.0
B3,2053-11-15,37.0
B3,2053-11-16,27.2
B3,2053-11-17,25.0
B3,2053-11-18,34.0
B3,2053-11-19,29.2
B3,2053-11-20,28.75
B3,2053-11-21,28.5
B3,2053-11-22,32.6
B3,2053-11-23,26.333333333333332
B3,2053-11-24,31.5
B3,2053-11-25,26.333333333333332
B3,2053-11-26,34.42857142857143
B3,2053-11-27,25.4
B3,2053-11-28,30.8
B3,2053-11-29,27.428571428571427
B3,2053-11-30,24.0
B3,2053-12-01,24.857142857142858
B3,2053-12-02,28.0
B3,2053-12-03,37.0
B3,2053-12-04,30.666666666666668
B3,2053-12-05,24.666666666666668
B3,2053-12-06,20.0
B3,2053-12-07,31.714285714285715
B3,2053-12-08,23.6
B3,2053-12-09,33.333333333333336
B3,2053-12-10,26.571428571428573
B3,2053-12-11,32.0
B3,2053-12-12,21.5
B3,2053-12-13,30.714285714285715
B3,2053-12-14,34.833333333333336
B3,2053-12-15,23.5
B3,2053-12-16,31.714285714285715
B3,2053-12-17,23.0
B3,2053-12-18,23.2
B3,2053-12-19,31.0
B3,2053-12-20,29.75
B3,2053-12-21,30.9
B3,2053-12-22,27.0
B3,2053-12-23,27.25
B3,2053-12-24,35.75
B3,2053-12-25,33.75
B3,2053-12-26,37.333333333333336
B3,2053-12-27,31.11111111111111
B3,2053-12-28,30.25
B3,2053-12-29,31.166666666666668
B3,2053-12-30,28.7
B3,2053-12-31,26.0
B4,2053-01-01,27.0
B4,2053-01-02,25.6
B4,2053-01-03,35.333333333333336
B4,2053-01-04,31.666666666666668
B4,2053-01-05,22.2
B4,2053-01-06,20.5
B4,2053-01-07,33.857142857142854
B4,2053-01-08,40.25
B4,2053-01-09,30.0
B4,2053-01-10,25.0
B4,2053-01-11,27.0
B4,2053-01-12,33.142857142857146
B4,2053-01-13,27.6
B4,2053-01-14,35.42857142857143
B4,2053-01-15,30.666666666666668
B4,2053-01-16,29.833333333333332
B4,2053-01-17,27.75
B4,2053-01-18,25.5
B4,2053-01-19,24.0
B4,2053-01-20,31.75
B4,2053-01-21,30.0
B4,2053-01-22,33.166666666666664
B4,2053-01-23,24.666666666666668
B4,2053-01-24,28.0
B4,2053-01-25,35.333333333333336
B4,2053-01-26,30.0
B4,2053-01-27,33.285714285714285
B4,2053-01-28,33.0
B4,2053-01-29,23.666666666666668
B4,2053-01-30,36.75
B4,2053-01-31,28.375
B4,2053-02-01,31.142857142857142
B4,2053-02-02,29.125
B4,2053-02-03,22.0
B4,2053-02-04,25.8
B4,2053-02-05,31.625
B4,2053-02-06,24.5
B4,2053-02-07,30.0
B4,2053-02-08,23.666666666666668
B4,2053-02-09,33.4
B4,2053-02-10,30.375
B4,2053-02-11,32.57142857142857
B4,2053-02-12,26.5
B4,2053-02-13,34.111111111111114
B4,2053-02-14,27.6
B4,2053-02-15,33.0
B4,2053-02-16,30.142857142857142
B4,2053-02-17,33.25
B4,2053-02-18,31.0
B4,2053-02-19,13.0
B4,2053-02-20,36.4
B4,2053-02-21,36.0
B4,2053-02-22,24.5
B4,2053-02-23,25.25
B4,2053-02-24,31.5
B4,2053-02-25,33.333333333333336
B4,2053-02-26,24.0
B4,2053-02-27,23.833333333333332
B4,2053-02-28,37.0
B4,2053-03-01,31.2
B4,2053-03-02,38.6
B4,2053-03-03,36.25
B4,2053-03-04,24.0
B4,2053-03-05,29.8
B4,2053-03-06,29.0
B4,2053-03-07,33.333333333333336
B4,2053-03-09,31.4
B4,2053-03-10,27.0
B4,2053-03-11,26.666666666666668
B4,2053-03-12,30.9
B4,2053-03-13,29.25
B4,2053-03-14,27.5
B4,2053-03-15,25.75
B4,2053-03-16,30.4
B4,2053-03-17,24.666666666666668
B4,2053-03-18,30.181818181818183
B4,2053-03-19,32.857142857142854
B4,2053-03-20,34.0
B4,2053-03-21,29.0
B4,2053-03-22,29.2
B4,2053-03-23,29.375
B4,2053-03-24,33.166666666666664
B4,2053-03-25,31.444444444444443
B4,2053-03-26,30.4
B4,2053-03-27,25.125
B4,2053-03-28,35.666666666666664
B4,2053-03-29,32.333333333333336
B4,2053-03-30,35.0
B4,2053-03-31,24.0
B4,2053-04-01,28.0
B4,2053-04-02,27.0
B4,2053-04-03,29.333333333333332
B4,2053-04-04,25.5
B4,2053-04-05,27.125
B4,2053-04-06,27.75
B4,2053-04-07,34.57142857142857
B4,2053-04-08,32.25
B4,2053-04-09,39.0
B4,2053-04-10,26.4
B4,2053-04-11,37.0
B4,2053-04-12,31.6
B4,2053-04-13,30.75
B4,2053-04-14,31.8
B4,2053-04-15,34.8
B4,2053-04-16,29.166666666666668
B4,2053-04-17,32.5
B4,2053-04-18,29.285714285714285
B4,2053-04-19,35.0
B4,2053-04-20,24.428571428571427
B4,2053-04-21,27.25
B4,2053-04-22,32.833333333333336
B4,2053-04-23,28.5
B4,2053-04-24,36.666666666666664
B4,2053-04-25,31.0
B4,2053-04-26,33.8
B4,2053-04-27,33.666666666666664
B4,2053-04-28,28.7
B4,2053-04-29,24.428571428571427
B4,2053-04-30,25.0
B4,2053-05-01,27.5
B4,2053-05-02,28.2
B4,2053-05-03,32.42857142857143
B4,2053-05-04,26.0
B4,2053-05-05,30.0
B4,2053-05-06,31.4
B4,2053-05-07,24.88888888888889
B4,2053-05-08,25.6
B4,2053-05-09,38.0
B4,2053-05-10,24.6
B4,2053-05-11,22.714285714285715
B4,2053-05-12,29.142857142857142
B4,2053-05-13,31.714285714285715
B4,2053-05-14,31.857142857142858
B4,2053-05-15,26.333333333333332
B4,2053-05-16,36.75
B4,2053-05-17,32.666666666666664
B4,2053-05-18,27.833333333333332
B4,2053-05-19,28.285714285714285
B4,2053-05-20,25.2
B4,2053-05-21,22.25
B4,2053-05-22,24.142857142857142
B4,2053-05-23,32.285714285714285
B4,2053-05-24,36.25
B4,2053-05-25,21.2
B4,2053-05-26,28.75
B4,2053-05-27,21.714285714285715
B4,2053-05-28,40.75
B4,2053-05-29,11.0
B4,2053-05-30,24.428571428571427
B4,2053-05-31,30.75
B4,2053-06-01,24.0
B4,2053-06-02,34.8
B4,2053-06-03,33.0
B4,2053-06-04,22.666666666666668
B4,2053-06-05,30.333333333333332
B4,2053-06-06,35.333333333333336
B4,2053-06-07,4.0
B4,2053-06-08,25.25
B4,2053-06-09,39.666666666666664
B4,2053-06-10,31.0
B4,2053-06-11,33.5
B4,2053-06-12,22.833333333333332
B4,2053-06-13,34.5
B4,2053-06-14,29.0
B4,2053-06-15,30.285714285714285
B4,2053-06-16,30.0
B4,2053-06-17,22.666666666666668
B4,2053-06-18,31.0
B4,2053-06-19,30.11111111111111
B4,2053-06-20,28.2
B4,2053-06-21,27.0
B4,2053-06-22,28.714285714285715
B4,2053-06-23,34.166666666666664
B4,2053-06-24,28.0
B4,2053-06-25,31.333333333333332
B4,2053-06-26,31.666666666666668
B4,2053-06-27,29.1
B4,2053-06-28,30.0
B4,2053-06-29,28.4
B4,2053-06-30,38.166666666666664
B4,2053-07-01,34.8
B4,2053-07-02,25.833333333333332
B4,2053-07-03,28.0
B4,2053-07-04,20.25
B4,2053-07-05,27.0
B4,2053-07-06,35.5
B4,2053-07-07,31.666666666666668
B4,2053-07-08,34.0
B4,2053-07-09,31.4
B4,2053-07-10,31.0
B4,2053-07-11,38.0
B4,2053-07-12,28.333333333333332
B4,2053-07-13,31.0
B4,2053-07-14,42.0
B4,2053-07-15,24.5
B4,2053-07-16,30.285714285714285
B4,2053-07-17,34.75
B4,2053-07-18,28.0
B4,2053-07-19,34.166666666666664
B4,2053-07-20,24.0
B4,2053-07-21,34.42857142857143
B4,2053-07-22,33.8
B4,2053-07-23,28.666666666666668
B4,2053-07-24,15.0
B4,2053-07-25,34.666666666666664
B4,2053-07-26,22.6
B4,2053-07-27,30.5
B4,2053-07-28,36.0
B4,2053-07-29,23.6
B4,2053-07-30,26.571428571428573
B4,2053-07-31,36.8
B4,2053-08-01,27.833333333333332
B4,2053-08-02,32.25
B4,2053-08-03,24.4
B4,2053-08-04,30.285714285714285
B4,2053-08-05,31.416666666666668
B4,2053-08-06,35.375
B4,2053-08-07,32.785714285714285
B4,2053-08-08,27.0
B4,2053-08-09,24.333333333333332
B4,2053-08-10,34.0
B4,2053-08-11,28.0
